Entry	Entry name	Protein names	Domain [FT]
Q96RI1	NR1H4_HUMAN	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)	DOMAIN 262..486;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
Q99574	NEUS_HUMAN	Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serpin I1)	
P43246	MSH2_HUMAN	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	
Q68BL7	OLM2A_HUMAN	Olfactomedin-like protein 2A (Photomedin-1)	DOMAIN 394..652;  /note="Olfactomedin-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00446"
Q8WX94	NALP7_HUMAN	NACHT, LRR and PYD domains-containing protein 7 (Nucleotide-binding oligomerization domain protein 12) (PYRIN-containing APAF1-like protein 3)	DOMAIN 1..93;  /note="Pyrin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00061"; DOMAIN 172..491;  /note="NACHT";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00136"
O15457	MSH4_HUMAN	MutS protein homolog 4 (hMSH4)	
Q92570	NR4A3_HUMAN	Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1)	DOMAIN 394..623;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
O00482	NR5A2_HUMAN	Nuclear receptor subfamily 5 group A member 2 (Alpha-1-fetoprotein transcription factor) (B1-binding factor) (hB1F) (CYP7A promoter-binding factor) (Hepatocytic transcription factor) (Liver receptor homolog 1) (LRH-1)	DOMAIN 300..539;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
P43354	NR4A2_HUMAN	Nuclear receptor subfamily 4 group A member 2 (Immediate-early response protein NOT) (Orphan nuclear receptor NURR1) (Transcriptionally-inducible nuclear receptor)	DOMAIN 360..595;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
Q8N912	NRAC_HUMAN	Nutritionally-regulated adipose and cardiac enriched protein homolog	
Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2	DOMAIN 1915..2040;  /note="BEACH-type PH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01119"; DOMAIN 2053..2345;  /note="BEACH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00026"
P0C2Y1	NBPF7_HUMAN	Putative neuroblastoma breakpoint family member 7	DOMAIN 190..279;  /note="NBPF 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 280..391;  /note="NBPF 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"
Q5TAG4	NBPFC_HUMAN	Neuroblastoma breakpoint family member 12 (Chromosome 1 amplified sequence 1)	DOMAIN 165..259;  /note="NBPF 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 436..530;  /note="NBPF 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 707..799;  /note="NBPF 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 800..871;  /note="NBPF 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 872..963;  /note="NBPF 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 966..1021;  /note="NBPF 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 1022..1114;  /note="NBPF 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 1115..1207;  /note="NBPF 8";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 1210..1265;  /note="NBPF 9";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 1266..1358;  /note="NBPF 10";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"; DOMAIN 1359..1457;  /note="NBPF 11";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00647"
O95167	NDUA3_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	
Q8NCQ3	NC301_HUMAN	Putative uncharacterized protein encoded by LINC00301	
O00487	PSDE_HUMAN	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	DOMAIN 31..166;  /note="MPN";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01182"
P13591	NCAM1_HUMAN	Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)	DOMAIN 20..111;  /note="Ig-like C2-type 1"; DOMAIN 116..205;  /note="Ig-like C2-type 2"; DOMAIN 212..301;  /note="Ig-like C2-type 3"; DOMAIN 308..413;  /note="Ig-like C2-type 4"; DOMAIN 416..501;  /note="Ig-like C2-type 5"; DOMAIN 509..608;  /note="Fibronectin type-III 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 611..706;  /note="Fibronectin type-III 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"
O95168	NDUB4_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)	
P17568	NDUB7_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Cell adhesion protein SQM1) (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit)	DOMAIN 56..98;  /note="CHCH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01150"
P51003	PAPOA_HUMAN	Poly(A) polymerase alpha (PAP-alpha) (EC 2.7.7.19) (Polynucleotide adenylyltransferase alpha)	
Q8TAA3	PSMA8_HUMAN	Proteasome subunit alpha-type 8 (EC 3.4.25.1) (Proteasome subunit alpha-type 7-like)	
P30304	MPIP1_HUMAN	M-phase inducer phosphatase 1 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25A)	DOMAIN 376..482;  /note="Rhodanese";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00173"
P48556	PSMD8_HUMAN	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	DOMAIN 162..331;  /note="PCI";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01185"
P49810	PSN2_HUMAN	Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	
Q9UMX5	NENF_HUMAN	Neudesin (Cell immortalization-related protein 2) (Neuron-derived neurotrophic factor) (Protein GIG47) (Secreted protein of unknown function) (SPUF protein)	DOMAIN 44..129;  /note="Cytochrome b5 heme-binding"
Q15784	NDF2_HUMAN	Neurogenic differentiation factor 2 (NeuroD2) (Class A basic helix-loop-helix protein 1) (bHLHa1) (NeuroD-related factor) (NDRF)	DOMAIN 121..173;  /note="bHLH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00981"
P17677	NEUM_HUMAN	Neuromodulin (Axonal membrane protein GAP-43) (Growth-associated protein 43) (Neural phosphoprotein B-50) (pp46)	DOMAIN 31..60;  /note="IQ";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00116"
C9JRZ8	AK1BF_HUMAN	Aldo-keto reductase family 1 member B15 (EC 1.1.1.-) (EC 1.1.1.300) (EC 1.1.1.54) (Estradiol 17-beta-dehydrogenase AKR1B15) (Farnesol dehydrogenase) (EC 1.1.1.216) (Testosterone 17beta-dehydrogenase) (EC 1.1.1.64)	
Q569G3	CE047_HUMAN	Uncharacterized protein C5orf47	
P0DPI3	CENL2_HUMAN	Centromere protein V-like protein 2 (Centromere protein V pseudogene 2)	DOMAIN 133..246;  /note="CENP-V/GFA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01239"
O75891	AL1L1_HUMAN	Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)	DOMAIN 318..395;  /note="Carrier";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00258"
P78410	BT3A2_HUMAN	Butyrophilin subfamily 3 member A2	DOMAIN 30..139;  /note="Ig-like V-type"
Q8N813	CC056_HUMAN	Putative uncharacterized protein C3orf56	
Q14781	CBX2_HUMAN	Chromobox protein homolog 2	DOMAIN 12..70;  /note="Chromo";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00053"
P55061	BI1_HUMAN	Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6)	
O75882	ATRN_HUMAN	Attractin (DPPT-L) (Mahogany homolog)	DOMAIN 101..129;  /note="EGF-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 132..248;  /note="CUB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"; DOMAIN 703..748;  /note="PSI 1"; DOMAIN 755..794;  /note="PSI 2"; DOMAIN 795..919;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"; DOMAIN 932..983;  /note="PSI 3"; DOMAIN 986..1061;  /note="PSI 4"; DOMAIN 1063..1108;  /note="Laminin EGF-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00460"; DOMAIN 1109..1157;  /note="Laminin EGF-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00460"
A6NH57	ARL5C_HUMAN	Putative ADP-ribosylation factor-like protein 5C (ADP-ribosylation factor-like protein 12)	
O14497	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)	DOMAIN 1017..1108;  /note="ARID";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00355"
Q6IQ32	ADNP2_HUMAN	Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508)	
P36404	ARL2_HUMAN	ADP-ribosylation factor-like protein 2	
P0DN25	C1C1L_HUMAN	C1GALT1-specific chaperone 1-like protein	
Q9H993	ARMT1_HUMAN	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)	
P0C7X3	CCYL3_HUMAN	Putative cyclin-Y-like protein 3	DOMAIN 40..170;  /note="Cyclin N-terminal"
Q9BWV3	CDAC1_HUMAN	Cytidine and dCMP deaminase domain-containing protein 1 (Testis development protein NYD-SP15)	DOMAIN 70..168;  /note="CMP/dCMP-type deaminase 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01083"; DOMAIN 317..482;  /note="CMP/dCMP-type deaminase 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01083"
P11912	CD79A_HUMAN	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	DOMAIN 33..116;  /note="Ig-like C2-type"; DOMAIN 177..205;  /note="ITAM";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00379"
O43570	CAH12_HUMAN	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3)	DOMAIN 30..289;  /note="Alpha-carbonic anhydrase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01134"
Q0VDD7	CS057_HUMAN	Uncharacterized protein C19orf57 (Pre-T/NK cell-associated protein 3B3)	
O60242	AGRB3_HUMAN	Adhesion G protein-coupled receptor B3 (Brain-specific angiogenesis inhibitor 3)	DOMAIN 30..159;  /note="CUB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"; DOMAIN 291..343;  /note="TSP type-1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 345..398;  /note="TSP type-1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 400..453;  /note="TSP type-1 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 455..508;  /note="TSP type-1 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 816..868;  /note="GPS";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00098"
Q8NHZ8	CDC26_HUMAN	Anaphase-promoting complex subunit CDC26 (Anaphase-promoting complex subunit 12) (APC12) (Cell division cycle protein 26 homolog)	
Q6ZNE5	BAKOR_HUMAN	Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)	
Q92611	EDEM1_HUMAN	ER degradation-enhancing alpha-mannosidase-like protein 1	
P24310	CX7A1_HUMAN	Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)	
Q9H2H0	CXXC4_HUMAN	CXXC-type zinc finger protein 4 (Inhibition of the Dvl and axin complex protein)	
Q969X1	LFG3_HUMAN	Protein lifeguard 3 (Protein RECS1 homolog) (Transmembrane BAX inhibitor motif-containing protein 1)	
Q8TAF8	LHPL5_HUMAN	LHFPL tetraspan subfamily member 5 protein (Lipoma HMGIC fusion partner-like 5 protein) (Tetraspan membrane protein of hair cell stereocilia)	
Q86UX2	ITIH5_HUMAN	Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5)	DOMAIN 35..161;  /note="VIT";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00801"; DOMAIN 295..478;  /note="VWFA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"
P51610	HCFC1_HUMAN	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	DOMAIN 366..466;  /note="Fibronectin type-III 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 1797..1888;  /note="Fibronectin type-III 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 1890..2006;  /note="Fibronectin type-III 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"
Q9P2D0	IBTK_HUMAN	Inhibitor of Bruton tyrosine kinase (IBtk)	DOMAIN 564..644;  /note="BTB 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"; DOMAIN 768..836;  /note="BTB 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"
Q5T764	IFT1B_HUMAN	Interferon-induced protein with tetratricopeptide repeats 1B (Interferon-induced protein with tetratricopeptide repeats 1-like protein)	
A8MW99	MEI4_HUMAN	Meiosis-specific protein MEI4	
Q8NEM0	MCPH1_HUMAN	Microcephalin	DOMAIN 1..93;  /note="BRCT 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00033"; DOMAIN 640..730;  /note="BRCT 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00033"; DOMAIN 751..833;  /note="BRCT 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00033"
Q86Y46	K2C73_HUMAN	Keratin, type II cytoskeletal 73 (Cytokeratin-73) (CK-73) (Keratin-73) (K73) (Type II inner root sheath-specific keratin-K6irs3) (Type-II keratin Kb36)	DOMAIN 132..445;  /note="IF rod";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01188"
P22301	IL10_HUMAN	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	
O60336	MABP1_HUMAN	Mitogen-activated protein kinase-binding protein 1 (JNK-binding protein 1) (JNKBP-1)	
A0A087WW87	KV240_HUMAN	Immunoglobulin kappa variable 2-40	DOMAIN 20..>121;  /note="Ig-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00114"
O95235	KI20A_HUMAN	Kinesin-like protein KIF20A (GG10_2) (Mitotic kinesin-like protein 2) (MKlp2) (Rab6-interacting kinesin-like protein) (Rabkinesin-6)	DOMAIN 64..507;  /note="Kinesin motor";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00283"
Q9UJ83	HACL1_HUMAN	2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)	
Q14954	KI2S1_HUMAN	Killer cell immunoglobulin-like receptor 2DS1 (CD158 antigen-like family member H) (MHC class I NK cell receptor Eb6 ActI) (CD antigen CD158h)	DOMAIN 42..107;  /note="Ig-like C2-type 1"; DOMAIN 142..205;  /note="Ig-like C2-type 2"
P43629	KI3L1_HUMAN	Killer cell immunoglobulin-like receptor 3DL1 (CD158 antigen-like family member E) (HLA-BW4-specific inhibitory NK cell receptor) (MHC class I NK cell receptor) (Natural killer-associated transcript 3) (NKAT-3) (p70 natural killer cell receptor clones CL-2/CL-11) (p70 NK receptor CL-2/CL-11) (CD antigen CD158e)	DOMAIN 42..102;  /note="Ig-like C2-type 1"; DOMAIN 137..202;  /note="Ig-like C2-type 2"; DOMAIN 237..300;  /note="Ig-like C2-type 3"
B7ZC32	KIF28_HUMAN	Kinesin-like protein KIF28P (Kinesin-like protein 6)	DOMAIN 7..355;  /note="Kinesin motor";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00283"; DOMAIN 410..472;  /note="FHA"
Q9UPZ3	HPS5_HUMAN	Hermansky-Pudlak syndrome 5 protein (Alpha-integrin-binding protein 63) (Ruby-eye protein 2 homolog) (Ru2)	
Q9HBL6	LRTM1_HUMAN	Leucine-rich repeat and transmembrane domain-containing protein 1	DOMAIN 28..50;  /note="LRRNT"; DOMAIN 180..234;  /note="LRRCT"
Q8NH69	OR5W2_HUMAN	Olfactory receptor 5W2 (Olfactory receptor 5W3) (Olfactory receptor OR11-155)	
Q17R60	IMPG1_HUMAN	Interphotoreceptor matrix proteoglycan 1 (Interphotoreceptor matrix proteoglycan of 150 kDa) (IPM-150) (Sialoprotein associated with cones and rods)	DOMAIN 232..354;  /note="SEA 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00188"; DOMAIN 571..684;  /note="SEA 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00188"
O00178	GTPB1_HUMAN	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1)	DOMAIN 158..389;  /note="tr-type G";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01059"
Q9NXB0	MKS1_HUMAN	Meckel syndrome type 1 protein	DOMAIN 311..439;  /note="B9";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00713"
Q5JSJ4	INT6L_HUMAN	Integrator complex subunit 6-like (Protein DDX26B)	DOMAIN 3..227;  /note="VWFA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"
Q9UHH9	IP6K2_HUMAN	Inositol hexakisphosphate kinase 2 (InsP6 kinase 2) (InsP6K2) (EC 2.7.4.-) (P(i)-uptake stimulator) (PiUS)	
P01706	LV211_HUMAN	Immunoglobulin lambda variable 2-11 (Ig gamma lambda chain V-II region DOT) (Ig lambda chain V-II region BOH) (Ig lambda chain V-II region BUR) (Ig lambda chain V-II region NIG-58) (Ig lambda chain V-II region TRO) (Ig lambda chain V-II region WIN)	DOMAIN 20..>119;  /note="Ig-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00114"
Q14123	PDE1C_HUMAN	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (Cam-PDE 1C) (3',5'-cyclic-AMP phosphodiesterase) (EC 3.1.4.-) (3',5'-cyclic-GMP phosphodiesterase) (EC 3.1.4.35) (Hcam3)	DOMAIN 151..528;  /note="PDEase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01192"
P0C7M6	IQCF3_HUMAN	IQ domain-containing protein F3	DOMAIN 89..118;  /note="IQ";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00116"
A8MYZ5	IQCF6_HUMAN	IQ domain-containing protein F6	DOMAIN 42..71;  /note="IQ";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00116"
A0A075B6J6	LV322_HUMAN	Immunoglobulin lambda variable 3-22	DOMAIN 21..>115;  /note="Ig-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00114"
Q8NA54	IQUB_HUMAN	IQ and ubiquitin-like domain-containing protein	DOMAIN 131..207;  /note="Ubiquitin-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00214"; DOMAIN 338..367;  /note="IQ"
Q9GZQ4	NMUR2_HUMAN	Neuromedin-U receptor 2 (NMU-R2) (G-protein coupled receptor FM-4) (G-protein coupled receptor TGR-1)	
Q8WWQ0	PHIP_HUMAN	PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)	DOMAIN 1176..1246;  /note="Bromo 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"; DOMAIN 1333..1403;  /note="Bromo 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"
Q86YI8	PHF13_HUMAN	PHD finger protein 13 (Survival time-associated PHD finger protein in ovarian cancer 1) (SPOC1)	
Q8WTT2	NOC3L_HUMAN	Nucleolar complex protein 3 homolog (NOC3 protein homolog) (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein)	
P0DJD9	PEPA5_HUMAN	Pepsin A-5 (EC 3.4.23.1) (Pepsinogen-5)	DOMAIN 76..385;  /note="Peptidase A1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01103"
Q9BU68	PR15L_HUMAN	Proline-rich protein 15-like protein (Protein ATAD4)	
Q8NGX2	O2T35_HUMAN	Olfactory receptor 2T35 (Olfactory receptor OR1-66)	
Q8NH02	O2T29_HUMAN	Olfactory receptor 2T29	
O94880	PHF14_HUMAN	PHD finger protein 14	
Q9H346	O52D1_HUMAN	Olfactory receptor 52D1 (Odorant receptor HOR5'beta14) (Olfactory receptor OR11-43)	
Q8NGA8	O4F17_HUMAN	Olfactory receptor 4F17 (Olfactory receptor 4F11) (Olfactory receptor 4F18) (Olfactory receptor 4F19)	
Q8NGH7	O52L1_HUMAN	Olfactory receptor 52L1 (Olfactory receptor OR11-50)	
O60831	PRAF2_HUMAN	PRA1 family protein 2	
P47890	OR1G1_HUMAN	Olfactory receptor 1G1 (Olfactory receptor 17-209) (OR17-209) (Olfactory receptor 1G2) (Olfactory receptor OR17-8)	
Q96CV9	OPTN_HUMAN	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	
Q8NCC3	PAG15_HUMAN	Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)	
P41219	PERI_HUMAN	Peripherin (Neurofilament 4)	DOMAIN 97..407;  /note="IF rod";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01188"
Q8N349	OR2LD_HUMAN	Olfactory receptor 2L13 (Olfactory receptor 2L14)	
Q6IEV9	OR4CB_HUMAN	Olfactory receptor 4C11 (Olfactory receptor OR11-136)	
P47888	OR3A3_HUMAN	Olfactory receptor 3A3 (Olfactory receptor 17-201) (OR17-201) (Olfactory receptor 3A6) (Olfactory receptor 3A7) (Olfactory receptor 3A8) (Olfactory receptor OR17-22)	
Q86Y26	NUTM1_HUMAN	NUT family member 1 (Nuclear protein in testis)	
Q96RD0	OR8B2_HUMAN	Olfactory receptor 8B2 (Olfactory receptor OR11-309)	
P34130	NTF4_HUMAN	Neurotrophin-4 (NT-4) (Neurotrophin-5) (NT-5) (Neutrophic factor 4)	
A6NNL0	NTM2B_HUMAN	NUT family member 2B	
Q9UKG9	OCTC_HUMAN	Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137)	
P28328	PEX2_HUMAN	Peroxisome biogenesis factor 2 (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)	
Q12980	NPRL3_HUMAN	GATOR complex protein NPRL3 (-14 gene protein) (Alpha-globin regulatory element-containing gene protein) (Nitrogen permease regulator 3-like protein) (Protein CGTHBA)	
Q8TDF5	NETO1_HUMAN	Neuropilin and tolloid-like protein 1 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1)	DOMAIN 41..155;  /note="CUB 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"; DOMAIN 172..287;  /note="CUB 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"; DOMAIN 291..327;  /note="LDL-receptor class A";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"
P17050	NAGAB_HUMAN	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)	
Q15466	NR0B2_HUMAN	Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner)	DOMAIN 16..257;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
P49116	NR2C2_HUMAN	Nuclear receptor subfamily 2 group C member 2 (Orphan nuclear receptor TAK1) (Orphan nuclear receptor TR4) (Testicular receptor 4)	DOMAIN 341..583;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
Q86W25	NAL13_HUMAN	NACHT, LRR and PYD domains-containing protein 13 (Nucleotide-binding oligomerization domain protein 14)	DOMAIN 1..107;  /note="Pyrin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00061"; DOMAIN 229..558;  /note="NACHT";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00136"
